geometry,addr:housenumber,addr:postcode,addr:street,amenity,healthcare,name,phone,ref:CNES,ref:vatin,website,wheelchair,wikidata,wikipedia,name:pt,addr:city,addr:state,addr:suburb,contact:facebook,contact:flickr,contact:instagram,contact:twitter,contact:youtube,email,emergency,fax,military_service,opening_hours,operator,operator:wikidata,short_name,start_date,landuse,military,operator:short,police,contact:phone,contact:website,toilets:wheelchair,official_name,shelter,bench,healthcare:speciality,wikimedia_commons,departures_board,description,gtfs_id,route_ref,barrier,check_date,operator:type,mobile,addr:country,alt_name,name:en,name:etymology:wikidata,url,building,source,loc_name,contact:email,contact:fax,operator:ref:vatin,operator:wikipedia,internet_access,contact:linkedin,old_name,height,toilets,area,internet_access:fee,note,payment:cash,payment:credit_cards,payment:debit_cards,internet_access:ssid,building:levels,brand:wikidata,contact:google_plus,wall,ele,fixme,level,payment:account_cards,payment:american_express,payment:cheque,payment:contactless,payment:cryptocurrencies,payment:diners_club,payment:discover_card,payment:dkv,payment:electronic_purses,payment:girocard,payment:maestro,payment:mastercard,payment:pikepass,payment:uta,payment:visa,payment:visa_debit,payment:visa_electron,tourism,addr:district,disused:amenity,disused:studio,old_website,fence_type,type,addr:housename,roof:colour,roof:shape,contact:spotify,addr:subdistrict
"POLYGON ((-46.65512 -23.5355114, -46.6547316 -23.5356268, -46.6547535 -23.5356895, -46.6548554 -23.5356592, -46.6548742 -23.5357133, -46.654771 -23.535744, -46.6547931 -23.5358074, -46.6551837 -23.5356914, -46.6551614 -23.5356278, -46.6550217 -23.5356693, -46.6550098 -23.5356351, -46.6550219 -23.5356316, -46.6550162 -23.5356152, -46.6551431 -23.5355775, -46.65512 -23.5355114))",117,01229-010,Rua São Vicente de Paulo,hospital,hospital,,,,,,,,,,São Paulo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,13.239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5905701 -23.572016, -46.5902049 -23.5714608, -46.5896856 -23.572014, -46.5903586 -23.5722462, -46.5905701 -23.572016))",562,03124-070,Rua Juventus,hospital,hospital,Hospital Municipal Doutor Ignácio Proença de Gouvêa,,2084473,,https://www.sas-seconci.org.br/hospitalignacio,,,,,São Paulo,,Parque da Moóca,,,,,,,yes,,,,OSS SAS Seconci-SP,,,,,,,,+55 11 5178 0000,,,,,,surgery;clinica_médica;paediatrics;ginecologia;obstetrícia;ortopedia;anestesia,,,,,,,,private_non_profit,,BR,Hospital João XXIII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6514935 -23.5435837, -46.6512101 -23.5427259, -46.6508914 -23.5417607, -46.6508743 -23.5417437, -46.6508475 -23.5417326, -46.6489349 -23.5417747, -46.6489455 -23.5423693, -46.6489502 -23.5426353, -46.6489503 -23.5426405, -46.6489512 -23.5426934, -46.6489523 -23.5427549, -46.6489537 -23.5428007, -46.6489554 -23.5428582, -46.6489797 -23.5436803, -46.6489805 -23.5437077, -46.6494448 -23.5436958, -46.6495565 -23.5436929, -46.6496427 -23.5436907, -46.6497158 -23.5436889, -46.6497697 -23.5436875, -46.6497854 -23.5436871, -46.6502889 -23.5436742, -46.6503529 -23.5436725, -46.650487 -23.5436691, -46.6508897 -23.5436588, -46.6514567 -23.5436407, -46.6514935 -23.5435837))",112,01221-020,Rua Doutor Cesário Motta Júnior,hospital,hospital,Santa Casa de São Paulo,,2688689,BR62779145000190,,,Q10303688,pt:Irmandade da Santa Casa de Misericórdia de São Paulo,,São Paulo,SP,Vila Buarque,https://www.facebook.com/santacasasp,,http://www.instagram.com/santacasasp,,https://www.youtube.com/user/santacasadesp,,,,,,,,,1884-08-31,,,,,+55 11 2176-7000,http://www.santacasasp.org.br,,,,,,Category:Irmandade da Santa Casa de Misericórdia de São Paulo,,,,,wall,,,,BR,Hospital Santa Casa,,,,,,Santa Casa,sac@santacasasp.org.br,,,,,http://www.linkedin.com/company/santacasasp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7761403 -23.692761, -46.7756741 -23.6923248, -46.774877 -23.691579, -46.7747658 -23.6916786, -46.7746704 -23.6917641, -46.7759337 -23.6929462, -46.7761403 -23.692761))",5203,04948-970,Estrada do M'Boi Mirim,hospital,hospital,Hospital Municipal Doutor Moysés Deutsch,+55 11 5832 2500,5718368,BR46392148005502,https://www.hmbm.org.br/home/institucional/,,,,,São Paulo,,Jardim Ângela,,,,,,,yes,,,,Organização Social de Saúde CEJAM,,Hospital Municipal M'Boi Mirim,2008-04-08,,,,,,,,,,,general;paediatrics;maternity;orthopaedics,,,,,,,,private_non_profit,,,,,,,hospital,,,,,BR46392130000380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6212428 -23.531662, -46.621387 -23.5321463, -46.6210883 -23.532227, -46.6209423 -23.5317389, -46.6211074 -23.5316966, -46.6212428 -23.531662))",234,03031-040,Rua Hannemann,hospital,hospital,Hospital Nossa Senhora do Pari,,2091399,BR05245390000183,,,,,,São Paulo,,Canindé,https://www.facebook.com/Associacao-Nossa-Senhora-Do-Pari-264656076995620,,,,,,yes,,,24/7,,,,,,,,,+55 11 3322-6500,http://www.hpari.com.br,,,,,,,,,,,,,,,,Associação Beneficiente Nossa Senhora do Pari,,,,,,Hospital do Pari,contato@hpari.com.br,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6459604 -23.6529168, -46.6462115 -23.6533673, -46.646129 -23.6534198, -46.6461941 -23.6535073, -46.6456093 -23.6538054, -46.64556 -23.6537115, -46.6454917 -23.6537407, -46.6455145 -23.6537732, -46.645455 -23.6537992, -46.645427 -23.653768, -46.6453604 -23.6537995, -46.6451313 -23.653425, -46.6451938 -23.6533952, -46.6451371 -23.6533171, -46.645307 -23.6532351, -46.6459604 -23.6529168))",860,,Avenida Francisco de Paula Quintanilha Ribeiro,hospital,hospital,Hospital Municipal Arthur Ribeiro de Saboya,+55 11 3394-8380,2081970,,,,,,,São Paulo,,Jabaquara,,,,,,,yes,,,,,,,,,,,,,,,,,,general;surgery;paediatrics;psychiatry,,,,,,,,,,,,,,,hospital,,Hospital Jabaquara,,,BR46392130000380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6410291 -23.5818551, -46.6415333 -23.5820339, -46.6413666 -23.5823916, -46.6413727 -23.5824214, -46.6413463 -23.5824456, -46.6413036 -23.5825332, -46.6412751 -23.5825201, -46.6412588 -23.582535, -46.6412304 -23.582535, -46.6411755 -23.5824754, -46.6411572 -23.5824941, -46.641084 -23.5824922, -46.6407974 -23.5823841, -46.6410291 -23.5818551))",1190,04013-004,Rua Cubatão,hospital,hospital,Hospital Santa Rita,+55 11 5908-6000,2082535,BR60882289000141,https://www.hospitalsantarita.com.br/,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6229463 -23.5664336, -46.6227019 -23.5652537, -46.6213769 -23.5654844, -46.6216214 -23.5666642, -46.6218535 -23.5666238, -46.6218971 -23.5666162, -46.6229463 -23.5664336))",356,01538-900,Avenida Lins de Vasconcelos,hospital,hospital,Hospital e Maternidade Santa Maria da Cruz Azul,+55 11 3348 4000,2078589,BR62106505000192,,yes,,,,,,,,,,,,,yes,,,,Associação Cruz Azul de São paulo,,Hospital Cruz Azul,1925-07-28,,,,,,,yes,,,,maternity,,,,,,,,private,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.4066739 -23.5514754, -46.4064284 -23.5521168, -46.4062502 -23.5526458, -46.4060443 -23.5526674, -46.4057854 -23.552689, -46.4056324 -23.5527807, -46.4040556 -23.5537353, -46.4034789 -23.5528939, -46.4052152 -23.5519546, -46.4063444 -23.5514053, -46.406462 -23.5513729, -46.4065738 -23.5513891, -46.4066739 -23.5514754))",,,,hospital,hospital,Hospital Geral Jesus Teixeira da Costa,,,,,,,,,São Paulo,,,,,,,,,,,,,,,,,,,,,,,,,,,general,,,,,,wall,,,,,,,,,,,Hospital Geral de Guaianazes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.4037871 -23.5380242, -46.4033846 -23.5377793, -46.4033911 -23.5377703, -46.4032082 -23.5376589, -46.4033562 -23.5374544, -46.4031147 -23.5373074, -46.4025351 -23.5381082, -46.4032288 -23.5385303, -46.4034995 -23.5384215, -46.4037871 -23.5380242))",189,08451-010,Rua Cabo José Teixeira,hospital,hospital,Hospital Central de Guaianases,+55 11 2551-5151,,,http://www.hospitalcentralguaianases.com.br,limited,,,,São Paulo,,Vila Yolanda,,,,,,,yes,,,,,,,1974,,,,,,,,,,,cardiology;geriatrics;gynaecology;otolaryngology;radiology;orthopaedics;oncology;urology;plastic_surgery;ophthalmology;nephrology;general;dermatology;pediatrics;psychiatry;maternity,,,,,,,,,,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6405776 -23.5814064, -46.6402589 -23.5811433, -46.6400511 -23.5813974, -46.6399344 -23.5812943, -46.6398399 -23.5813904, -46.6401173 -23.5816156, -46.6400865 -23.5816523, -46.6402663 -23.5817869, -46.6405776 -23.5814064))",113,04013-060,Rua Azevedo Macedo,hospital,hospital,Hospital da Luz,+55 11 2117-6000,3367371,BR51722957000506,https://www.hospitaldaluz.com.br/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6447405 -23.5795442, -46.6444932 -23.5794602, -46.6444322 -23.579611, -46.6443435 -23.5795809, -46.6442736 -23.5797538, -46.6446096 -23.579868, -46.6447405 -23.5795442))",,,,hospital,hospital,Hospital São Rafael,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6385434 -23.5649828, -46.6382181 -23.5645989, -46.63801 -23.5646377, -46.6379579 -23.5646474, -46.6378407 -23.5647527, -46.6376874 -23.5645538, -46.6376729 -23.564535, -46.6373883 -23.5647045, -46.6373196 -23.5645952, -46.6371652 -23.5645952, -46.6367586 -23.5649194, -46.6370269 -23.5652511, -46.6369131 -23.5653405, -46.63734 -23.5658808, -46.6385434 -23.5649828))",211,01509-010,Rua Professor Antônio Prudente,hospital,hospital,Hospital A C Camargo Câncer Center,,9435425,BR60840055039771,,,Q10298335,pt:A.C.Camargo Cancer Center,,,,,http://www.facebook.com/accamargocancercenter,,,@haccamargo,http://www.youtube.com/user/accamargovideos,,yes,,,,,,,1953-04-23,,,,,+55 11 2189-5000,http://www.accamargo.org.br/,,,,,,,,,,,,,,,BR,Hospital Antônio Cândido de Camargo Câncer Center,,,,,,,,,,,,http://www.linkedin.com/company/accamargo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6105471 -23.4769584, -46.6102333 -23.4766747, -46.6101317 -23.4762234, -46.6104734 -23.4759541, -46.6107067 -23.4762149, -46.6109093 -23.4762774, -46.6110602 -23.4764068, -46.6109817 -23.4764557, -46.6109159 -23.4764644, -46.6108025 -23.4765319, -46.6106728 -23.4766338, -46.6106813 -23.4767011, -46.6105471 -23.4769584))",2398,02340-000,Avenida Nova Cantareira,hospital,hospital,Hospital Presidente,+55 11 2261-6611,2077604,BR61644647000140,https://www.hospitalpresidente.com.br/,,,,,São Paulo,,Tucuruvi,https://www.facebook.com/hospitalpresidente,,https://www.instagram.com/hospitalpresidenteoficial,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5998733 -23.5468659, -46.5994737 -23.5470442, -46.5994763 -23.5473503, -46.599479 -23.5476466, -46.5995085 -23.5483719, -46.5997137 -23.5483609, -46.6000114 -23.5483412, -46.6003635 -23.5483037, -46.6003977 -23.5482472, -46.6005928 -23.5478261, -46.6007866 -23.5473878, -46.6006643 -23.5473179, -46.6003764 -23.5471534, -46.5998733 -23.5468659))",2576,01230-010,Avenida Alcântara Machado,hospital,hospital,Instituto Brasileiro de Controle do Câncer,+55 11 3474-4222;+55 11 3474-4200;+55 11 3474-1119,,,https://ibcc.org.br/,,Q30299005,,,Mooca,,Mooca,https://www.facebook.com/ibcconcologia,,https://www.instagram.com/ibcconcologia,https://twitter.com/ibcconcologia,https://www.youtube.com/channel/UCRO1WHaA3i03c8Ap1mduuWA,sac@ibcc.org.br,,,,,,,IBCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.linkedin.com/company/instituto-brasileiro-de-controle-do-c%C3%A2ncer/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5854642 -23.5515025, -46.5854286 -23.5514663, -46.585337 -23.5513732, -46.5853106 -23.5513462, -46.585209 -23.5512429, -46.5851777 -23.551211, -46.5848569 -23.551479, -46.5847947 -23.551531, -46.5846359 -23.5516636, -46.5844531 -23.551817, -46.5852474 -23.5526263, -46.5857068 -23.5522438, -46.5859768 -23.552019, -46.5856151 -23.551655, -46.5855928 -23.5516326, -46.5854642 -23.5515025))",1757,03173-010,Rua Siqueira Bueno,hospital,hospital,Hospital Infantil Cândido Fontoura,+55 11 2603 5300,,,,,Q10298405,pt:Hospital Infantil Cândido Fontoura,,São Paulo,,Água Rasa,,,,,,,yes,,,24/7,Governo do Estado de São Paulo,Q10290787,,1958-09-30,,,,,,,,,,,paediatrics,File:Hospital Infantil Cândido Fontoura.jpg,,,,,,,government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6716291 -23.4820334, -46.6716388 -23.4812834, -46.6705914 -23.4812995, -46.670517 -23.4811055, -46.6705659 -23.4810877, -46.6715709 -23.4807208, -46.6717649 -23.4807758, -46.6719621 -23.4808437, -46.6721496 -23.4808534, -46.6730709 -23.4805257, -46.6730714 -23.4806459, -46.6730703 -23.4806933, -46.6730654 -23.4808114, -46.6730129 -23.4821415, -46.6729287 -23.4821756, -46.6716291 -23.4820334))",,,Avenida Deputado Emílio Carlos,hospital,hospital,Hospital Geral Cachoeirinha,+55 11 3859 4822,,,,,,,,São Paulo,,Vila Espanhola,,,,,,,yes,,,,Santa Casa de Misericórdia de Chavantes,,,,,,,,,,,,,,general;ginecologia;paediatrics,,,,,,,,private_non_profit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7496841 -23.6487122, -46.7481579 -23.6480955, -46.7477743 -23.6487294, -46.7492811 -23.6494621, -46.7496841 -23.6487122))",1661,05835-005,Estrada de Itapecerica,hospital,hospital,Hospital Municipal Doutor Fernando Mauro Pires da Rocha,+55 11 3394 7460,2786680,BR46392148003054,https://www.prefeitura.sp.gov.br/cidade/secretarias/saude/autarquia_hospitalar_municipal/unidades_da_ahm/index.php?p=17056,yes,,,,São Paulo,,Vila Maracanã,,,,,,comunicacaohmcl@prefeitura.sp.gov.br,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Municipal Campo Limpo,,,BR46392130000380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7061311 -23.6550869, -46.7059657 -23.6550531, -46.7057377 -23.6554087, -46.7056314 -23.6557107, -46.7058151 -23.6557489, -46.7059879 -23.6557891, -46.7061311 -23.6550869))",270,,Rua General Roberto Alves de Carvalho Filho,hospital,hospital,Hospital Regional Sul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7041577 -23.6504055, -46.7042677 -23.6505455, -46.7040263 -23.6506979, -46.7039082 -23.6505578, -46.7041577 -23.6504055))",,,,hospital,hospital,Pronto Socorro Santa Casa de Santo Amaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.3893978 -23.493387, -46.3884713 -23.4924736, -46.3883458 -23.4923727, -46.3882358 -23.4923373, -46.3879965 -23.4921302, -46.3887415 -23.4914681, -46.3890156 -23.4917425, -46.3888457 -23.4918948, -46.3890407 -23.4920824, -46.3891179 -23.4920222, -46.3900733 -23.4929002, -46.3899547 -23.4929951, -46.3899132 -23.492952, -46.3893978 -23.493387))",6035,08115-100,Avenida Marechal Tito,hospital,hospital,Hospital Santa Marcelina do Itaim Paulista O.S.S,+55 11 2563-6300,2077620,BR46374500014144,https://santamarcelina.org/hospital/estrutura/oss-santa-marcelina-do-itaim-paulista-oss/,,,,,São Paulo,,Itaim Paulista,,,,,,,yes,,,,,,,1998,,,,,,,,,,,,,,,,,,,,,BR,,,,,,,,,,BR46374500000194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7006298 -23.5238767, -46.7012243 -23.5238617, -46.7013142 -23.5238595, -46.7014234 -23.5238563, -46.7017823 -23.5238531, -46.7018213 -23.5238808, -46.702029 -23.5247315, -46.7019927 -23.5247736, -46.7006887 -23.5248083, -46.7006574 -23.524773, -46.7006559 -23.5247367, -46.7006115 -23.523959, -46.7006083 -23.5239028, -46.7006298 -23.5238767))",380,05049-000,Rua Catão,hospital,hospital,Hospital Central Sorocabana,,6998208,,,,,,,São Paulo,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,BR46392130000380,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.704664 -23.651681, -46.7044792 -23.6514693, -46.7048674 -23.6512351, -46.7050153 -23.6514693, -46.704664 -23.651681))",41,,Rua Promotor Gabriel Nettuzzi Perez,hospital,hospital,Ambulatório Regional Sul,,,,,,,,,,,,,,,,,,yes,,,24/7,,,UPA Santo Amaro,,,,,,,,,,,,,,,,,,,,,,,Unidade de Pronto Atendimento Santo Amaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7093364 -23.6505213, -46.709388 -23.650298, -46.7099318 -23.6503108, -46.7099037 -23.6505621, -46.7093364 -23.6505213))",,,,hospital,hospital,Hospital Alvorada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6439823 -23.5726661, -46.6435842 -23.5725122, -46.643321 -23.5730546, -46.6432038 -23.5730093, -46.6431568 -23.5729911, -46.6430776 -23.5729605, -46.6430535 -23.5729512, -46.642972 -23.5729197, -46.6429182 -23.5728989, -46.6428633 -23.5730083, -46.6429907 -23.5730615, -46.6430186 -23.5730724, -46.6431714 -23.573132, -46.64327 -23.5731705, -46.6432976 -23.5731811, -46.6433374 -23.5731966, -46.6435081 -23.5732626, -46.6435313 -23.5732707, -46.6434038 -23.5735422, -46.6434149 -23.5735462, -46.6434025 -23.5735742, -46.6435022 -23.5736135, -46.6435132 -23.5735883, -46.6435326 -23.5735954, -46.6436761 -23.5732805, -46.6437368 -23.5731511, -46.6442043 -23.5733329, -46.6443714 -23.5729698, -46.6439224 -23.5727962, -46.6439823 -23.5726661))",,,,hospital,hospital,Hospital do Coração,,,,,,Q53679606,pt:Hospital do Coração (São Paulo),,,,,,,,,,,yes,,,,,,,,,,,,,http://www.hcor.com.br,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6333402 -23.5969634, -46.6333212 -23.5973309, -46.6333105 -23.5974021, -46.6333081 -23.5974991, -46.6333073 -23.5975202, -46.6329618 -23.5976134, -46.6326258 -23.5977174, -46.6325436 -23.5977624, -46.6324698 -23.5978019, -46.6324002 -23.5978289, -46.6317584 -23.59798, -46.6317345 -23.5979863, -46.6317208 -23.5974505, -46.6317084 -23.5970439, -46.6317128 -23.59703, -46.6317212 -23.5970193, -46.6317379 -23.597014, -46.6317586 -23.5970117, -46.6325083 -23.5969445, -46.6329121 -23.596919, -46.6331227 -23.596929, -46.6333132 -23.59694, -46.6333402 -23.5969634))",398,04122-000,Rua Santa Cruz,hospital,hospital,Hospital Santa Cruz,+55 11 5080-2000,2082624,BR60552098000111,https://www.hospitalsantacruz.com.br/,,,,,São Paulo,,Vila Mariana,,,,,,,yes,,,,Sociedade Brasileira e Japonesa de Beneficência Santa Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.hospitalsantacruz.com.br/hospital/historia/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6768768 -23.5520037, -46.6771709 -23.5521806, -46.6773057 -23.5519902, -46.6770746 -23.5518511, -46.6770768 -23.551848, -46.6768955 -23.5517388, -46.6768558 -23.5517949, -46.6767584 -23.5519325, -46.6768768 -23.5520037))",148,05410-030,Rua Galeno de Almeida,hospital,hospital,Instituto de Tratamento do Câncer Infantil,+55 11 2661-8962,,,https://www.itaci.org.br/,,,,,São Paulo,,,,,,,,,,,,,,,ITACI,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6437957 -23.5695942, -46.6438132 -23.5692992, -46.6437658 -23.5692953, -46.6437693 -23.5692418, -46.6437238 -23.5692408, -46.6437284 -23.5691534, -46.6437323 -23.5690806, -46.6437797 -23.569081, -46.6437832 -23.5690269, -46.6438343 -23.5690277, -46.6438464 -23.5688591, -46.6436862 -23.5686879, -46.6435606 -23.5685499, -46.6435327 -23.5685461, -46.6434756 -23.5685495, -46.6434811 -23.5686495, -46.6433443 -23.5686558, -46.6433433 -23.5686377, -46.6432529 -23.5686419, -46.6432561 -23.5687019, -46.6431798 -23.5687054, -46.6431764 -23.5686406, -46.6431637 -23.5686412, -46.6431595 -23.5685641, -46.6431233 -23.5685646, -46.6430686 -23.5685676, -46.6422763 -23.5685996, -46.6422382 -23.5686289, -46.6422077 -23.56905, -46.6421872 -23.5693976, -46.6421621 -23.5697221, -46.6421804 -23.5697291, -46.6421713 -23.5698407, -46.6421817 -23.5698415, -46.6421887 -23.5697415, -46.6422545 -23.5697453, -46.6422474 -23.5698464, -46.6422502 -23.5698466, -46.6424002 -23.5698576, -46.6423967 -23.5698995, -46.6423945 -23.5699271, -46.6423934 -23.5699403, -46.6424372 -23.5699431, -46.6424424 -23.5698748, -46.6425343 -23.5698808, -46.6425247 -23.5700064, -46.6425395 -23.5700074, -46.6425568 -23.5700084, -46.6425605 -23.5699549, -46.642551 -23.5699544, -46.642556 -23.5698798, -46.6426054 -23.5698827, -46.6425986 -23.5699825, -46.6426291 -23.5699843, -46.6426263 -23.5700259, -46.6426396 -23.5700267, -46.6426458 -23.5699315, -46.6426487 -23.5698881, -46.6427023 -23.569891, -46.6428442 -23.5698987, -46.6430463 -23.5699098, -46.6431158 -23.5699135, -46.6431856 -23.5699174, -46.6432509 -23.5699209, -46.6433161 -23.5699245, -46.643394 -23.5699288, -46.6435633 -23.569938, -46.643629 -23.5699416, -46.6436909 -23.569945, -46.6437747 -23.5699496, -46.6437935 -23.5696327, -46.6437957 -23.5695942))",331,01323-020,Rua João Julião,hospital,hospital,Hospital Alemão Oswaldo Cruz,+55 11 3549-1000,2076950,BR60726502000126,http://www.hospitalalemao.org.br,yes,Q10298341,,,São Paulo,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,wall,2025-02-04,private_non_profit,,,,,,,,,,,,,,wlan,,,,,,customers,O muro não é contínuo. Ajustar no futuro.,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5669771 -23.532694, -46.5661071 -23.5324836, -46.5659039 -23.5332065, -46.5658865 -23.5332728, -46.5658105 -23.5335365, -46.5666837 -23.5337538, -46.5667221 -23.533617, -46.5669771 -23.532694))",4815,,Avenida Celso Garcia,hospital,hospital,Hospital Municipal Doutor Cármino Caricchio,,,,,,,,,São Paulo,SP,Tatuapé,,,,,,,yes,,,,,,,1969-01-24,,,,,,,,,,,,,,,,,,,,,BR,Hospital Municipal do Tatuapé,,,,,,Hospital do Tatuapé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6051399 -23.5463005, -46.6048315 -23.5461248, -46.6047971 -23.546117, -46.6047622 -23.5461257, -46.604109 -23.5469363, -46.6041049 -23.5469686, -46.6041183 -23.5469903, -46.6044737 -23.5472084, -46.6047125 -23.5468985, -46.6048249 -23.5467432, -46.6051399 -23.5463005))",1954,,Rua Bresser,hospital,hospital,Hospital e Maternidade Salvalus,+55 11 2662-2000;+55 11 94704-7590,,,https://www.gndi.com.br/unidades/hospital-e-maternidade-salvalus,yes,,,Hospital e Maternidade Salvalus,,,Mooca,,,,,,sac@hospitalsalvalus.com.br,yes,,,24/7,Hapvida NotreDame,,,,,,,,,,,,,,general,,,,,,,2025-10-28,private,,,,,,,,,,,,,,wlan,,,,,,customers,,yes,yes,yes,Hapaixonados por vc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
