geometry,amenity,name,addr:housenumber,addr:street,check_date,name:en,wheelchair,wikidata,wikipedia,education,addr:city,addr:postcode,addr:suburb,wikimedia_commons,school,sport,name:pt,network,old_name,training,website,phone,description,addr:country,addr:district,addr:state,email,short_name,building,operator,addr:subdistrict,contact:facebook,contact:instagram,contact:youtube,contact:phone,addr:place,contact:website,internet_access,internet_access:fee,operator:type,operator:wikidata,ref,source,office,religion,addr:housename,entrance,level,opening_hours,note,internet_access:ssid,alt_name,alt_name_1,contact:email,contact:flickr,brand,brand:wikidata,denomination,capacity,official_name,start_date,mobile,grades,language:ja,language:pt,ele,fee,image,polling_station,female_owner,lgbtq,reservation,operator:short,contact:twitter,barrier,name:etymology:wikidata,name:de,contact:fax,building:architect,building:levels,building:material,colour,height,name:es,roof:colour,name:etymology,ref:INEP,loc_name,operator:wikipedia,isced:level,min_age,network:wikidata,museum,tourism,landuse,fax,material,wall,contact:whatsapp,wikipedia:pt,building:levels:underground,contact:linkedin,toilets:wheelchair,not:operator:wikidata,layer,contact:mobile,phone:BR,nohousenumber,healthcare,ref:CNES,ref:vatin,historic,contact:foursquare,contact:spotify,shortest_name,fence_type,preschool,mapillary,access,addr:unit,leisure,fixme,roof:height,roof:shape,branch,building:prefabricated,smoking,source:geometry,addr:street:name,brunch,residential,dance:teaching,addr:floor,construction,barrier:colour,wall:colour,school:level,ref:CIE,esperanto,language:eo,operator:short_name,type,payment:account_cards,payment:american_express,payment:cards,payment:cash,payment:cheque,payment:contactless,payment:credit_cards,payment:cryptocurrencies,payment:debit_cards,payment:diners_club,payment:discover_card,payment:dkv,payment:electronic_purses,payment:girocard,payment:maestro,payment:mastercard,payment:pikepass,payment:uta,payment:visa,payment:visa_debit,payment:visa_electron,area,surface,related_law,access:conditional,geometry_std,tipo_escola
"POLYGON ((-46.7945054 -23.4322566, -46.7940568 -23.4321779, -46.7941088 -23.43277, -46.7941078 -23.4330608, -46.7944458 -23.4330012, -46.7945078 -23.4328571, -46.7945156 -23.4327435, -46.794519 -23.4324513, -46.7945054 -23.4322566))",school,Escola Municipal de Educação Fundamental Remo Rinaldi Naddeo,,Rua Dionísio Beliante,,,,,,,São Paulo,05271-150,Jardim Santa Fé,,,,,,,,,+55 11 3911 7746,,,,,emefrrnaddeo@prefeitura.sp.gov.br,,,Prefeitura de São Paulo,,,,,+55 11 3911 7772,,,,,,,,,,,,,,,Sem numeração,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.79429315802446 -23.43260815827259),publica
"POLYGON ((-46.8002642 -23.4443417, -46.8007128 -23.4445615, -46.8007994 -23.4444085, -46.8003544 -23.4441891, -46.800349 -23.4441977, -46.8003376 -23.4441921, -46.8003464 -23.4441763, -46.80028 -23.4441426, -46.8002711 -23.4441584, -46.8002187 -23.4441307, -46.8001479 -23.4442504, -46.800162 -23.4442578, -46.800278 -23.444318, -46.8002642 -23.4443417))",school,Jardim Monte Belo,,Rua Palmeirópolis,,,,,,,São Paulo,,Monte Belo,,,,,,,,,,,,,,,,yes,Prefeitura de São Paulo,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.800476744777406 -23.444344526552012),privada
"POLYGON ((-46.8001385 -23.4441081, -46.8000288 -23.4442762, -46.8001023 -23.4443202, -46.8001201 -23.4442905, -46.8001058 -23.4442827, -46.8001992 -23.4441488, -46.8002042 -23.4441419, -46.8001385 -23.4441081))",school,Jardim Monte Belo,,Rua Palmeirópolis,,,,,,,São Paulo,,Monte Belo,,,,,,,,,,,,,,,,,Prefeitura de São Paulo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.800114905308696 -23.444211756484375),privada
"POLYGON ((-46.8010632 -23.4442981, -46.8007525 -23.4441311, -46.8007436 -23.4441263, -46.8007218 -23.4441596, -46.8005264 -23.4440559, -46.800518 -23.4440514, -46.8004458 -23.4441651, -46.8006665 -23.4442826, -46.8009712 -23.4444449, -46.8010632 -23.4442981))",school,Jardim Monte Belo,,Rua Palmeirópolis,,,,,,,São Paulo,,Monte Belo,,,,,,,,,,,,,,,,school,Prefeitura de São Paulo,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.800766704435425 -23.444245029149602),privada
"POLYGON ((-46.4293009 -23.4862223, -46.4287348 -23.4861785, -46.4286557 -23.4870383, -46.4292218 -23.4870821, -46.4293009 -23.4862223))",school,Escola Estadual Doutor Diogo de Faria,591,Rua Santa Rosa de Lima,,,,,,,,08080-000,Parque Paulistano,,,,,,,,,+55 11 2581-4403;+55 11 2581-6645,,,,,e003013a@educacao.sp.gov.br,,,Secretaria da Educação do Estado de São Paulo,,,,,,,,,,,,35003013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.4289783 -23.486630299999998),publica
"POLYGON ((-46.4125081 -23.4949263, -46.4119127 -23.4949976, -46.4119154 -23.4963702, -46.4125376 -23.4963431, -46.4125081 -23.4949263))",school,Centro Educacional Unificado Irene Ramalho,3450,Avenida Marechal Tito,,,,,,,São Paulo,08115-000,Vila Curuça,,,,,,,,,,,BR,,,smeceuvlcuruca@prefeitura.sp.gov.br,,,Secretaria Municipal de Educação de São Paulo,,,,,,,,,,government,,35455830,,,,,,,,,,Centro Educacional Unificado Vila Curuçá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.41222019290563 -23.495664178083736),privada
"POLYGON ((-46.4532741 -23.5182822, -46.4529441 -23.5182746, -46.4523653 -23.5182613, -46.4523194 -23.5182397, -46.4522522 -23.5177589, -46.4532839 -23.5177691, -46.4532741 -23.5182822))",school,,85,Rua Rainha da Noite,,,,,,,São Paulo,08235-000,Parque Guarani,,,,,,,,,+55 11 2053-3499;+55 11 2052-9657,,,,,e915671a@educacao.sp.gov.br,,,Secretaria da Educação do Estado de São Paulo,,,,,,,,,,government,Q10369245,,,,none,,,,,,,,,,,,,,,Escola Estadual Professora Hermínia de Andrade Pfuhl Neves,,,,,,,,,,,,,,,wall,,,,,,,,,,,,35915671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.452785427749376 -23.518014010943862),privada
"POLYGON ((-46.4532839 -23.5177691, -46.4522522 -23.5177589, -46.4521678 -23.5171626, -46.4521866 -23.5171352, -46.4522215 -23.5171205, -46.4527373 -23.5171255, -46.452735 -23.5171593, -46.452803 -23.5171602, -46.4532809 -23.5171662, -46.4532839 -23.5177691))",school,,15,Rua Guapeba,,,,,,,São Paulo,08235-160,Vila Verde,,,,,,,,,+55 11 2053-2633;+55 11 2053-2606,,,,,e040320a@educacao.sp.gov.br,E.E Deputado Cássio Ciampolini,,Secretaria da Educação do Estado de São Paulo,,,,,,,,,,government,Q10369245,,,,none,,,,,,,,,,,,,,,Escola Estadual Deputado Cássio Ciampolini,,,,,,,,,,,,,,,wall,,,,,,,,,,,,35040320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.45273761024346 -23.517449133086778),privada
"POLYGON ((-46.4736337 -23.5111684, -46.4735411 -23.5111903, -46.4730238 -23.5113072, -46.4730827 -23.5115121, -46.4732235 -23.5120016, -46.473834 -23.5118625, -46.4736337 -23.5111684))",school,Escola Estadual Júlio de Carvalho Barata,271,Rua El Rey,,,,,,,São Paulo,08062-520,Jardim São Carlos,,,,,,,,,+55 11 2042-7773;+55 11 2280-4199,,,,,e916493a@educacao.sp.gov.br,EE Júlio de Carvalho Barata,,Secretaria da Educação do Estado de São Paulo,,,,,,,,,,government,Q10369245,35916493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.47342876619563 -23.511585191812273),publica
"POLYGON ((-46.4191431 -23.4764577, -46.4186641 -23.4761404, -46.4180072 -23.4769746, -46.4184862 -23.4772919, -46.4191431 -23.4764577))",school,Escola Municipal de Educação Fundamental Murures,,Rua dos Murures,,,,,,,São Paulo,08090-580,Jardim Helena,,,,,,,,,+55 11 2584 9411,,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.41857515 -23.476716150000005),publica
"POLYGON ((-46.5314304 -23.5600556, -46.5313969 -23.5600734, -46.5305783 -23.5605079, -46.5308167 -23.560891, -46.5312901 -23.5606441, -46.5316475 -23.5604578, -46.5316591 -23.5604441, -46.5316607 -23.5604285, -46.5315041 -23.560175, -46.5314304 -23.5600556))",school,Escola Estadual Dona Amélia de Araújo,415,Rua Vacanga,,,,,,,São Paulo,03433-025,Vila Fernandes,,,,,,,,,+55 11 2781 7007,,BR,,,e002057a@educacao.sp.gov.br,,,Secretaria da Educação do Estado de São Paulo,,,,,+55 11 2781 0828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.53112497955007 -23.56047436468761),publica
"POLYGON ((-46.4013729 -23.5031217, -46.4014775 -23.5035521, -46.4006165 -23.5037096, -46.4005977 -23.5036309, -46.4005977 -23.5032693, -46.4013729 -23.5031217))",school,Escola Estadual Professor Armando Gomes de Araújo,,Rua Alfredo Moreira Pinto,,,,,,,,08110-220,Vila Simone,,,,,,,,,+55 11 2561-4727;+55 11 2963-2031,,,,,e002926a@educacao.sp.gov.br,EE Professor Armando Gomes de Araújo,,Secretaria da Educação do Estado de São Paulo,,,,,+55 11 2963 2031,,,,,,,35002926,,,,,,,,Sem número.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.40101380384366 -23.503417872909694),publica
"POLYGON ((-46.7195002 -23.465938, -46.7195419 -23.4660578, -46.7198419 -23.4675352, -46.7193916 -23.4676112, -46.7191382 -23.4667851, -46.7188418 -23.466051, -46.7195002 -23.465938))",school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.71939184399456 -23.466728507983817),privada
"POLYGON ((-46.4874981 -23.5521477, -46.4869101 -23.5520295, -46.4869004 -23.5521293, -46.4868674 -23.5525061, -46.4870958 -23.5525378, -46.4872264 -23.5525621, -46.4873693 -23.5525887, -46.4874981 -23.5521477))",school,EMEI  Roberto Victor Cordeiro,349,Avenida Sylvio Torres,,,,,,,São Paulo,03589-010,Conjunto Habitacional Padre José de Anchieta,,,,,,,,,+55 11 2742 8270,,BR,,,,Escola Municipal de Educação Infantil Roberto Victor Cordeiro,,Secretaria da Educação,,,,,+55 11 2747 3890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.48716060910238 -23.552309960244692),publica
"POLYGON ((-46.4880043 -23.5529464, -46.4880248 -23.5535681, -46.4880349 -23.553876, -46.4872192 -23.5539593, -46.4871822 -23.5527258, -46.4871918 -23.5527139, -46.4872092 -23.5527059, -46.4874559 -23.5527545, -46.4877151 -23.5528452, -46.4878167 -23.5528808, -46.4880043 -23.5529464))",school,E.E Professor Amador Arruda Mendes,290,Avenida Sylvio Torres,,,,,,,São Paulo,03589-010,Conjunto Habitacional Padre José de Anchieta,,,,,,,,,+55 11 2741-4418;+55 11 2743-3322,,,,,e041671a@educacao.sp.gov.br,Escola Estadual Professor Amador Arruda Mendes,,Secretaria da Educação do Estado de São Paulo,,,,,,,,,,government,Q10369245,35041671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.48758900196006 -23.55336182403854),privada
"POLYGON ((-46.686363 -23.7257062, -46.6858936 -23.7263446, -46.6857031 -23.7264097, -46.6855449 -23.7264257, -46.6852847 -23.7258413, -46.6854939 -23.7256325, -46.6858614 -23.7253723, -46.6859043 -23.7253575, -46.686304 -23.7256227, -46.6863576 -23.7256718, -46.686363 -23.7257062))",school,Escola Estadual Professor Adolfo Casais Monteiro,659,Avenida Manuel Alves Soares,,,,,,,São Paulo,04821-270,Parque Colonial,,,,,,,,,+55 11 5661 1392,,BR,,,e005381a@educacao.sp.gov.br,,,Secretaria da Educação do Estado de São Paulo,,,,,,,,,,government,Q10369245,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.68580077575704 -23.72588427822092),publica
"POLYGON ((-46.4482709 -23.5109978, -46.4472744 -23.5110402, -46.447273 -23.5114651, -46.4482722 -23.5114024, -46.4483083 -23.5110236, -46.4482709 -23.5109978))",school,Escola Estadual Professor Tito Lívio Ferreira,35,Rua Bardana,,,,,,,,08040-730,Jardim Ruth,,,,,,,,,+55 11 2052-0139;+55 11 2053-9350,,,,,e910797a@educacao.sp.gov.br,EE Professor Tito Lívio Ferreira,,Secretaria da Educação do Estado de São Paulo,,,,,,,,,,,,35910797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.44777781331453 -23.511225151116303),publica
"POLYGON ((-46.6606621 -23.7431477, -46.6602942 -23.7431267, -46.6597654 -23.7439282, -46.6596554 -23.7439902, -46.65965 -23.7444205, -46.6598726 -23.7447163, -46.6605298 -23.7447384, -46.6606621 -23.7431477))",school,Centro Educacional Unificado Narcisa Amália de Campos,,Rua Maria Moassab Barbour,,,,,,,São Paulo,04849-503,Parque Residencial Cocaia Cantinho do Céu,,,,,,,,,+55 11 5976 5519,,BR,,,smeceunavegantes@prefeitura.sp.gov.br,,,Secretaria Municipal de Educação,,,,,+55 11 5976 5517,,,,,,,,,,,,,,,Sem numeração,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CEU Navegantes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.66020381477032 -23.744012318728206),privada
"POLYGON ((-46.6864366 -23.7396994, -46.6860182 -23.739732, -46.6862904 -23.7390052, -46.686613 -23.7390141, -46.6864906 -23.7393911, -46.6864366 -23.7396994))",school,Escola Estadual Professora Nair Toledo Damião,2114,Rua Jequirituba,,,,,,school,São Paulo,04822-000,Parque América,,,,,,,,,+55 11 5928 9479,,BR,,,e909208a@educacao.sp.gov.br,,,Secretaria da Educação do Estado de São Paulo,,,,,+55 11 5928 0263,,,,,government,Q10369245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.686327399656484 -23.73937625417144),publica
"POLYGON ((-46.7140598 -23.851451, -46.7142395 -23.8518386, -46.7139069 -23.851976, -46.7135716 -23.8516326, -46.7140598 -23.851451))",school,Escola Municipal de Educação Fundamental Pedro Geraldo Schunck,40N,Rua Antônio Bernal,,,,,,,São Paulo,,Vargem Grande,,,,,,,,,+55 11 5920 3963,,BR,,,emefpgschunck@prefeitura.sp.gov.br,,,,,,,,+55 11 5920 2837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.713935589447644 -23.851714134510484),publica
"POLYGON ((-46.7076294 -23.8610954, -46.7075865 -23.8614364, -46.70749 -23.8614266, -46.7075007 -23.8613849, -46.707085 -23.8612647, -46.7067309 -23.8611641, -46.7067416 -23.861093, -46.7068355 -23.8610513, -46.7068355 -23.8610218, -46.7067631 -23.8609924, -46.7067872 -23.8606637, -46.7068784 -23.8606392, -46.7068865 -23.8605779, -46.7076589 -23.8607937, -46.7076294 -23.8610954))",school,Escola Estadual Ayrton Senna da Silva,112,Rua Ipê Roxo,,,,,,,São Paulo,04896-260,Vargem Grande,,,,,,,,,+55 11 5921 3455,,BR,,,e924799a@educacao.sp.gov.br,,,Secretaria da Educação do Estado de São Paulo,,,,,+55 11 5921 8899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.70721048766679 -23.86098845890585),publica
"POLYGON ((-46.7050738 -23.7541044, -46.7043979 -23.7539817, -46.7042504 -23.7544751, -46.7046608 -23.7548532, -46.7049048 -23.7549097, -46.7050738 -23.7541044))",school,Escola Estadual Professora Neiva de Lourdes Andrade,818,Rua Giuseppe Tartini,,,,,,,São Pulo,04844-300,Jardim São Bernardo,,,,,,,,,+55 11 5973 8377,,BR,,,e924027a@educacao.sp.gov.br,,,Secretaria da Educação do Estado de São Paulo,,,,,+55 11 5972 7971,,,,,government,Q10369245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.70467550851171 -23.75440677230992),publica
"POLYGON ((-46.6781748 -23.5180018, -46.6781543 -23.5178463, -46.6780984 -23.5174071, -46.678344 -23.5173155, -46.6782971 -23.5167499, -46.6780019 -23.5163655, -46.6775969 -23.5158896, -46.6771972 -23.5162339, -46.6771571 -23.5161953, -46.676987 -23.5149179, -46.6769412 -23.5149188, -46.6759137 -23.5161338, -46.6767734 -23.5167264, -46.6770434 -23.516405, -46.6771019 -23.5164423, -46.6772226 -23.5165156, -46.6773058 -23.5176568, -46.6764288 -23.5182003, -46.6767628 -23.5186033, -46.6774859 -23.5183849, -46.6778132 -23.5182824, -46.6781748 -23.5180018))",school,Escola Beit Yaacov,1748,Avenida Marquês de São Vicente,,,,,,,São Paulo,01139-002,Barra Funda,,,,,,,,https://beityaacov.com.br/,,,,,,,,,,,,,,,,,,,,,,,,jewish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.677274633085624 -23.516901109549735),privada
"POLYGON ((-46.6853916 -23.786634, -46.6850268 -23.7867666, -46.6849303 -23.7865801, -46.6847532 -23.786639, -46.6844984 -23.7859738, -46.6850617 -23.7857897, -46.6853916 -23.786634))",school,,,,,,,,,,São Paulo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.684949505278354 -23.786277003374312),privada
"POLYGON ((-46.7822568 -23.7417702, -46.7818357 -23.741753, -46.781774 -23.7413283, -46.7818974 -23.7411564, -46.7818652 -23.7409821, -46.7819081 -23.7409747, -46.7818169 -23.74055, -46.7820074 -23.7405045, -46.7820583 -23.7407145, -46.7821844 -23.7406924, -46.7822568 -23.7408863, -46.7823024 -23.7411097, -46.7821522 -23.7411392, -46.7822139 -23.7413504, -46.782289 -23.7413283, -46.7823024 -23.7414068, -46.7822568 -23.7417702))",school,Escola Estadual Professora Amélia Kerr Nogueira,1355,Avenida dos Funcionários Públicos,,,,,,,São Paulo,04962-000,Jardim Horizonte Azul,,,,,,,,,+55 11 5517 0164,,BR,,,e005411a@educacao.sp.gov.br,,,Secretaria da Educação do Estado de São Paulo,,,,,+55 11 5517 0897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.782039241671285 -23.741214983230332),publica
"POLYGON ((-46.7383394 -23.8114137, -46.7382375 -23.8119536, -46.7382402 -23.8120812, -46.7381731 -23.8122971, -46.7379344 -23.8122529, -46.7373819 -23.8118505, -46.7373765 -23.8118137, -46.737398 -23.8117818, -46.738043 -23.8115045, -46.7383394 -23.8114137))",school,Escola Estadual Doutor Mário Lopes Leão,57,Rua José Mendes Netto,,,,,,,São Paulo,04883-270,Jardim dos Álamos,,,,,,,,,+55 11 5920 2745,,BR,,,e043936a@educacao.sp.gov.br,,,Secretaria da Educação do Estado de São Paulo,,,,,+55 11 5920 8629,,,,,government,,35043936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.737939119062254 -23.8118596018051),publica
"POLYGON ((-46.6940704 -23.7354172, -46.6933516 -23.7359476, -46.6934508 -23.736117, -46.6933516 -23.7362349, -46.6936332 -23.7365025, -46.6937486 -23.7364141, -46.6939122 -23.7365491, -46.6945532 -23.7359451, -46.6940704 -23.7354172))",school,,595,Avenida Dona Belmira Marin,,,,,,,São Paulo,04846-010,Parque Brasil,,,,,,,,,+55 11 5928 2521,,BR,,,e036730a@educacao.sp.gov.br,,,Secretaria da Educação do Estado de São Paulo,,,,,,,,,,government,Q10369245,,,,none,,,,,,,,,,,,,,,Escola Estadual Professor Carlos Ayres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.69392007817525 -23.736005641377766),privada
"POLYGON ((-46.6837449 -23.7528944, -46.6831789 -23.7527741, -46.6831092 -23.7527888, -46.6830528 -23.7531865, -46.6837958 -23.7533682, -46.6838521 -23.7531571, -46.6837851 -23.7530368, -46.6837234 -23.7530122, -46.6837449 -23.7528944))",school,Escola Estadual Samuel Wainer,71,Rua São José do Rio Preto,,,,,,school,São Paulo,04840-460,Conjunto Habitacional Brigadeiro Faria Lima,,,,,,,,,+55 11 5528 1193,,BR,,,e041804a@educacao.sp.gov.br,,,Secretaria da Educação do Estado de São Paulo,,,,,+55 11 5528 1898,,,,,government,Q10369245,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35041804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.683445144836625 -23.753065762459947),publica
"POLYGON ((-46.7345215 -23.8393433, -46.7339287 -23.8391789, -46.7337517 -23.8396131, -46.7343498 -23.8398119, -46.7345215 -23.8393433))",school,Escola Estadual Professor Benedito Ferreira de Albuquerque,266,Rua Benjamin Diemar,,,,,,,São Paulo,04891-070,Parelheiros,,,,,,,,,+55 11 5920 2888,,BR,,,e039385a@educacao.sp.gov.br,,,Secretaria da Educação do Estado de São Paulo,,,,,+55 11 5920 8238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.73414074328288 -23.83948883370869),publica
"POLYGON ((-46.6977714 -23.7276901, -46.6973744 -23.727695, -46.697412 -23.7276017, -46.6968004 -23.7274838, -46.6965269 -23.7287361, -46.6974817 -23.7291535, -46.6975702 -23.7290013, -46.6975997 -23.7288785, -46.6977714 -23.7276901))",school,Centro Educacional Unificado Jornalista Alexandre Kadunc,101,Rua Domingos Tarroso,,,,,,school,São Paulo,,Vila Rubi,,,,,,,,http://portal.sme.prefeitura.sp.gov.br/CEU-Vila-rubi,+55 11 5661 6518,,BR,,,smeceuvilarubi@prefeitura.sp.gov.br,,,Secretaria Municipal da Educação,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CEU Vila Rubi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.69716833247044 -23.728289291623728),privada
