geometry,amenity,brand,brand:wikidata,dispensing,drive_through,healthcare,name,wheelchair,addr:city,addr:housenumber,addr:postcode,addr:street,addr:country,addr:state,contact:phone,contact:website,opening_hours,check_date,phone,website,brand:wikipedia,contact:email,mobile,alt_name,operator,cuisine,addr:suburb,smoking,name:pt,payment:cash,payment:credit_cards,payment:debit_cards,old_name,entrance,contact:fax,parking,level,name:en,height,shop,building,description,email,check_date:opening_hours,internet_access,payment:mastercard,payment:visa,toilets:wheelchair,fax,healthcare:speciality,payment:american_express,payment:coins,payment:maestro,payment:visa_debit,payment:visa_electron,payment:elo,emergency,internet_access:fee,organic,check_date:currency:XBT,currency:XBT,payment:apple_pay,payment:cards,payment:contactless,payment:diners_club,payment:discover_card,payment:google_pay,payment:jcb,payment:lightning,payment:lightning_contactless,payment:mastercard_contactless,payment:nfc,payment:onchain,payment:samsung_pay,payment:unionpay,source,delivery,landuse,branch,building:levels,roof:levels,roof:colour,roof:material,mapillary,roof:shape,ref:vatin,atm,layer,note,payment:notes,building:colour,air_conditioning,indoor,room,area,start_date,survey:date,contact:facebook,payment:electronic_purses,wikidata,wikipedia,leisure,contact:instagram,opening_hours:drive_through,opening_date,addr:subdistrict,addr:district,type
"POLYGON ((-46.5766265 -23.5896437, -46.5765867 -23.5896861, -46.5765821 -23.5896958, -46.5765853 -23.5897059, -46.5766069 -23.5897355, -46.5766108 -23.5897404, -46.5766147 -23.5897443, -46.576726 -23.5897265, -46.5767408 -23.5897241, -46.576727 -23.5896552, -46.5766955 -23.5896608, -46.5766503 -23.589629, -46.5766323 -23.5896489, -46.5766265 -23.5896437))",pharmacy,,,yes,,pharmacy,,,São Paulo,755,03143-003,Avenida Zelina,,,,,Mo-Su 08:00-22:00,,,,,,,,,,Vila Zelina,,,,,,,,,,,,8.534,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5807937 -23.5911131, -46.5807528 -23.5911338, -46.5807159 -23.5911525, -46.5806997 -23.5911608, -46.5806641 -23.5911788, -46.5804911 -23.5909108, -46.5806145 -23.5908402, -46.5807937 -23.5911131))",pharmacy,Drogasil,Q5308185,yes,,pharmacy,Drogasil,yes,São Paulo,1235,03133-200,Rua Ibitirama,,,,,Mo-Su 07:00-23:00,,,,pt:Drogasil,,,,,,Vila Prudente,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silver,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5814859 -23.5909033, -46.5815466 -23.5908477, -46.5817051 -23.5908429, -46.5817052 -23.5908913, -46.5817062 -23.5909104, -46.5814859 -23.5909033))",pharmacy,Drogaria São Paulo,Q5308184,yes,,pharmacy,Drogaria São Paulo,,São Paulo,1212,03134-001,Rua Ibitirama,,,,,Mo-Su 07:00-23:00,,,,,,,,,,Vila Prudente,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7428792 -23.6720851, -46.7428437 -23.6720641, -46.74277 -23.6721738, -46.7428136 -23.6722013, -46.7428792 -23.6720851))",pharmacy,,,yes,,pharmacy,Muyu Farma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7023056 -23.649406, -46.7024149 -23.6495541, -46.7023364 -23.6496028, -46.7022271 -23.6494547, -46.7023056 -23.649406))",pharmacy,,,yes,,pharmacy,Farmácia Preço Popular,,São Paulo,695,04733-100,Rua Padre José de Anchieta,,,,,,,,,,,,,,,Santo Amaro,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6407437 -23.5047268, -46.6406478 -23.5046754, -46.6405861 -23.5046423, -46.6405469 -23.5046983, -46.6405304 -23.5046881, -46.6405243 -23.5046973, -46.640512 -23.5047157, -46.6405316 -23.5047252, -46.6405248 -23.5047373, -46.6406821 -23.504824, -46.640697 -23.5048005, -46.6407183 -23.5047668, -46.6407334 -23.504743, -46.6407437 -23.5047268))",pharmacy,Drogaria São Paulo,Q5308184,,,pharmacy,Drogaria São Paulo,,São Paulo,2034,02022-020,Avenida Brás Leme,BR,SP,+55 11 2973-6508;+55 11 2976-0083;0800 779 8767,http://www.drogariasaopaulo.com.br,24/7,2025-01-06,,,en:Grupo DPSP,,,,,,Santana,,,,,,,,,,,,7.198,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6402634 -23.503654, -46.6402224 -23.5036322, -46.6401787 -23.503609, -46.6401704 -23.5036217, -46.6400664 -23.5037804, -46.6401419 -23.5038218, -46.6402244 -23.5036939, -46.6402333 -23.5036988, -46.6402542 -23.5036677, -46.6402634 -23.503654))",pharmacy,Droga Raia,Q10357101,yes,,pharmacy,Droga Raia,,São Paulo,2095,02022-010,Avenida Bráz Leme,,,,,24/7,,,,pt:RaiaDrogasil,,,,,,Santana,,,,,,,,,,,,6.495,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.626288 -23.5038012, -46.6259475 -23.5037874, -46.6259442 -23.5038451, -46.6260144 -23.5038477, -46.6262872 -23.5038577, -46.6262875 -23.5038337, -46.626288 -23.5038012))",pharmacy,,,yes,,pharmacy,Ultrafarma,,São Paulo,1876,02010-600,Rua Voluntários da Pátria,,,,,,,,,,,,,,,,,,,,,,,,,,,5.745,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6268505 -23.5032498, -46.6268463 -23.5032118, -46.6268217 -23.5032133, -46.6268222 -23.5032217, -46.6267972 -23.5032229, -46.6267961 -23.5032055, -46.626657 -23.5032161, -46.6265802 -23.503222, -46.6264915 -23.5032288, -46.6264916 -23.5032428, -46.6264918 -23.5032597, -46.6264921 -23.5032915, -46.626799 -23.5032645, -46.6267982 -23.5032385, -46.6268241 -23.503237, -46.6268259 -23.5032508, -46.6268505 -23.5032498))",pharmacy,Drogaria São Paulo,Q5308184,yes,,pharmacy,Drogaria São Paulo,,São Paulo,1935,02011-400,Rua Voluntários da Pátria,,,,,Mo-Sa 08:00-23:00,,+55 11 2973-6235;+55 11 2976-1397;0800 779 8767,,en:Grupo DPSP,,,,,,,,,,,,,,,,,,5.568,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6364359 -23.4961755, -46.6365385 -23.4962891, -46.6365975 -23.4962327, -46.636588 -23.4962233, -46.6365874 -23.4961794, -46.6365981 -23.496173, -46.6365444 -23.496114, -46.6365077 -23.4961421, -46.6364955 -23.4961281, -46.6364821 -23.4961385, -46.6364359 -23.4961755))",pharmacy,Drogasil,Q5308185,yes,,pharmacy,Drogasil,yes,São Paulo,494,02450-000,Alameda Afonso Schmidt,,,,,Mo-Su 07:00-23:00,,,https://www.drogasil.com.br/,pt:Drogasil,,,,,,,,,,,,,,,,,,5.121,,yes,,atendimento@drogasil.com.br,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.632635 -23.4930817, -46.6327218 -23.4931512, -46.6327568 -23.4930419, -46.6327649 -23.4930484, -46.6327835 -23.4929828, -46.6327436 -23.4929509, -46.6327329 -23.4929623, -46.6326918 -23.493006, -46.6327 -23.4930126, -46.632635 -23.4930817))",pharmacy,Drogaria São Paulo,Q5308184,yes,,pharmacy,Drogaria São Paulo,,São Paulo,901,02018-012,Rua Conselheiro Moreira de Barros,,,,,Mo-Su 07:00-24:00,,+55 11 2978-5900;+55 11 2978-4089,https://www.drogariasaopaulo.com.br/,en:Grupo DPSP,,,,,,Santana,,,,,,,,,,,,6.509,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6335751 -23.48561, -46.6335785 -23.48557, -46.6334016 -23.4855572, -46.6333934 -23.4856546, -46.6334112 -23.4856559, -46.6334126 -23.4856404, -46.6334327 -23.4856419, -46.6334349 -23.4856166, -46.6334601 -23.4856184, -46.6334615 -23.4856018, -46.6335751 -23.48561))",pharmacy,,,yes,,pharmacy,Ultrafarma Popular,,São Paulo,901,02405-001,Rua Augusto Tolle,,,,,,,,,,,,,,,Santana,,,,,,,,,,,,6.371,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6289793 -23.4856406, -46.6291473 -23.4858229, -46.6291907 -23.4857858, -46.6292365 -23.4857467, -46.6290775 -23.4855705, -46.6290692 -23.4855771, -46.6290285 -23.4855329, -46.6289423 -23.4856004, -46.6289657 -23.4856258, -46.6289793 -23.4856406))",pharmacy,Droga Raia,Q10357101,yes,,pharmacy,Droga Raia,,São Paulo,4037,02401-300,Rua Voluntários da Pátria,,,,,24/7,,,https://www.drogaraia.com.br/,pt:RaiaDrogasil,,,,,,,,,,,,,,,,,,5.991,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,943296723113596,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.626023 -23.4881522, -46.6260763 -23.4881547, -46.6261755 -23.4881593, -46.6261821 -23.4880692, -46.6260306 -23.4880598, -46.626023 -23.4881522))",pharmacy,,,yes,,pharmacy,Farma&Cia,,São Paulo,3634,02402-400,Rua Voluntários da Pátria,,,,,,,,,,,,,,,,,,,,,,,,,,,6.992,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6220954 -23.4822678, -46.6219783 -23.4822992, -46.6219648 -23.4822519, -46.6218582 -23.4822779, -46.6218659 -23.4823053, -46.6218778 -23.4823032, -46.6218798 -23.4823112, -46.6218973 -23.482307, -46.6219021 -23.4823199, -46.6218834 -23.4823247, -46.6219077 -23.4824031, -46.6219127 -23.4824014, -46.6219453 -23.4823903, -46.622093 -23.4823523, -46.6220988 -23.4823396, -46.622103 -23.4823257, -46.6221045 -23.4823143, -46.6221012 -23.4822975, -46.6220954 -23.4822678))",pharmacy,,,,,pharmacy,Promofarma,,São Paulo,730,02332-000,Avenida Água Fria,,,,,,,,,,,,,,,,,,,,,,,,,,,4.309,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6175223 -23.481571, -46.6175221 -23.4815736, -46.6175114 -23.4817081, -46.617648 -23.4816708, -46.617665 -23.4816662, -46.6176214 -23.481543, -46.6175675 -23.4815582, -46.6175223 -23.481571))",pharmacy,,,,,pharmacy,Magna Seiva Manipulação,,São Paulo,467,02336-040,Rua Casa Forte,,,,,,,,,,,,,,,,,,,,,,,,,,,10.409,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.621511 -23.4873202, -46.621411 -23.4874248, -46.6214364 -23.4874455, -46.621439 -23.4874428, -46.6214754 -23.4874724, -46.6215476 -23.4873969, -46.6215188 -23.4873735, -46.6215292 -23.4873626, -46.6215218 -23.4873565, -46.6215366 -23.487341, -46.621511 -23.4873202))",pharmacy,,,yes,,pharmacy,Phyto Placton Pharma,,São Paulo,329,02331-000,Avenida Nova Cantareira,,,,,,,+55 11 2181-8373,,,,,,,,,,,,,,,,,,,,9.124,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6229307 -23.4883443, -46.6230138 -23.4882297, -46.6230288 -23.4882091, -46.6228638 -23.4881733, -46.6228129 -23.4881623, -46.6228089 -23.4881614, -46.622794 -23.4881968, -46.6227756 -23.4881909, -46.6227728 -23.488195, -46.6227443 -23.488185, -46.6226451 -23.4881774, -46.6226169 -23.4882152, -46.6229307 -23.4883443))",pharmacy,Drogasil,Q5308185,yes,,pharmacy,Drogasil,yes,São Paulo,170,02333-000,Avenida Nova Cantareira,,,,,,,,,pt:Drogasil,,,,,,,,,,,,,,,,,,4.574,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6259467 -23.491845, -46.6258485 -23.4918555, -46.6257197 -23.4918989, -46.625795 -23.4919597, -46.6258006 -23.4919639, -46.6258336 -23.49199, -46.6258403 -23.4919892, -46.625938 -23.4919634, -46.6259403 -23.4919324, -46.6259467 -23.491845))",pharmacy,Drogaria São Paulo,Q5308184,yes,,pharmacy,Drogaria São Paulo,,São Paulo,3206,02402-300,Rua Voluntários da Pátria,,,,,,,,,en:Grupo DPSP,,,,,,,,,,,,,,,,,,3.012,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6172132 -23.4930427, -46.617203 -23.4930558, -46.6171645 -23.4930302, -46.6171476 -23.4930519, -46.6171241 -23.4930363, -46.6171037 -23.4930625, -46.6171278 -23.4930785, -46.6171092 -23.4931023, -46.6171297 -23.4931159, -46.6171256 -23.493121, -46.6171615 -23.4931449, -46.6171639 -23.4931419, -46.6171705 -23.4931463, -46.6171824 -23.4931312, -46.6171864 -23.4931339, -46.6172425 -23.4930621, -46.6172132 -23.4930427))",pharmacy,Drogaria São Paulo,Q5308184,yes,,pharmacy,Drogaria São Paulo,,São Paulo,928,02042-001,Avenida Leôncio de Magalhães,,,,,,,,,en:Grupo DPSP,,,,,,,,,,,,,,,,,,7.124,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6525648 -23.487158, -46.6525766 -23.4871073, -46.6525696 -23.4870314, -46.6525577 -23.486953, -46.6525451 -23.486927, -46.6525099 -23.4869138, -46.6524287 -23.4870868, -46.652411 -23.4871246, -46.6524094 -23.4871286, -46.6525541 -23.4872043, -46.6525648 -23.487158))",pharmacy,Droga Raia,Q10357101,yes,,pharmacy,Droga Raia,,São Paulo,2280,,Avenida Imirim,,,,,,,,,pt:RaiaDrogasil,,,,,,,,,,,,,,,,,,4.874,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6474563 -23.481852, -46.6474309 -23.4818316, -46.6473912 -23.4818481, -46.6473791 -23.4818233, -46.6473284 -23.4818444, -46.6473458 -23.4818842, -46.6473749 -23.4819505, -46.6473794 -23.4819486, -46.6473883 -23.4819669, -46.6474284 -23.4819503, -46.6474437 -23.4819872, -46.6475046 -23.481962, -46.6474864 -23.4819246, -46.647526 -23.4819082, -46.6474563 -23.481852))",pharmacy,Drogaria São Paulo,Q5308184,yes,,pharmacy,Drogaria São Paulo,,São Paulo,3002,02430-002,Rua Conselheiro Moreira de Barros,,,,,,,,,en:Grupo DPSP,,,,,,,,,,,,,,,,,,6.346,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6490153 -23.4702858, -46.6489769 -23.470257, -46.6489337 -23.4703991, -46.6489324 -23.4704034, -46.6489631 -23.4704112, -46.6489595 -23.4704231, -46.6489716 -23.4704405, -46.6489755 -23.470446, -46.6490191 -23.4704534, -46.6490525 -23.4703137, -46.6490153 -23.4702858))",pharmacy,Drogaria São Paulo,Q5308184,,,pharmacy,Drogaria São Paulo,yes,São Paulo,2258,,Avenida Parada Pinto,,,,,,,,,,,,,,,Lauzane Paulista,,,,,,,,,,,,5.187,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp;survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6321942 -23.4818761, -46.6321848 -23.4819313, -46.632383 -23.4820309, -46.6323873 -23.4819889, -46.6323955 -23.481909, -46.6323959 -23.4819052, -46.6321942 -23.4818761))",pharmacy,,,,,pharmacy,Promofarma,,São Paulo,4575,02401-400,Rua Voluntários da Pátria,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,4.11,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6326719 -23.478236, -46.63259 -23.4781993, -46.632592 -23.4782217, -46.6326118 -23.4783105, -46.632621 -23.4783407, -46.6326265 -23.4783554, -46.6326644 -23.4783504, -46.632743 -23.4783833, -46.6327936 -23.4782905, -46.6326719 -23.478236))",pharmacy,Extrafarma,Q20055480,yes,,pharmacy,Extrafarma,,São Paulo,52,02420-000,Avenida Zumkeller,,,,,,,,,pt:Extrafarma,,,,,,,,,,,,,,,,,,5.409,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.629586 -23.4715593, -46.6297307 -23.4715358, -46.6297362 -23.4715349, -46.6297324 -23.4715151, -46.6297254 -23.471479, -46.6297209 -23.4714555, -46.6295707 -23.4714799, -46.629586 -23.4715593))",pharmacy,,Q10357101,,,pharmacy,,,São Paulo,936,,Avenida Santa Inês,,,,,,,,,,,,,,,,,,,,,,,,,,,8.045,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6983967 -23.7516975, -46.6984115 -23.7516925, -46.6984366 -23.7516835, -46.6984043 -23.7516117, -46.6982397 -23.7516681, -46.6982638 -23.7517274, -46.6983841 -23.7516861, -46.6983897 -23.7516999, -46.6983967 -23.7516975))",pharmacy,,,yes,,pharmacy,Reimberg,,São Paulo,1335,04845-260,Avenida Antônio Carlos Benjamin dos Santos,,,,,,,,,,,,,,,Vila Parque São Paulo,,,,,,,,,,,,6.15,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7144349 -23.6962148, -46.7144467 -23.6964546, -46.7145758 -23.6964493, -46.7145666 -23.6962613, -46.7146171 -23.6962592, -46.714614 -23.6961949, -46.7145634 -23.696197, -46.714564 -23.6962095, -46.7144349 -23.6962148))",pharmacy,Drogasil,Q5308185,,,pharmacy,Drogasil,yes,São Paulo,3755B,,Avenida Atlântica,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,4.83,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,#8f8f8f,,,flat,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.762828 -23.698675, -46.7628637 -23.6987117, -46.7629418 -23.698651, -46.7629091 -23.6986148, -46.762828 -23.698675))",pharmacy,,,yes,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6581704 -23.6388032, -46.6582521 -23.6390193, -46.6581237 -23.6390599, -46.6580373 -23.6388375, -46.6581704 -23.6388032))",pharmacy,Drogasil,Q5308185,yes,,pharmacy,Drogasil,yes,,,,,,,,,,,,,pt:Drogasil,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.745808 -23.6740536, -46.7458451 -23.6740727, -46.7458657 -23.6740831, -46.745911 -23.6741061, -46.7459533 -23.674039, -46.7460573 -23.6738743, -46.7459528 -23.6738211, -46.7459452 -23.6738333, -46.7458482 -23.673989, -46.7458374 -23.6740065, -46.745808 -23.6740536))",pharmacy,Drogaria São Paulo,Q5308184,yes,,pharmacy,Drogaria São Paulo,,,,,,,,,,,,,,en:Grupo DPSP,,,,,,,,,,,,,,,,,,5.65,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7436202 -23.672844, -46.7435875 -23.6729237, -46.743541 -23.6730373, -46.7436316 -23.673072, -46.7437111 -23.6728731, -46.7436225 -23.6728383, -46.7436202 -23.672844))",pharmacy,,,yes,,pharmacy,Farmácia Super Popular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.32,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6999767 -23.6430726, -46.7000472 -23.6431387, -46.6998853 -23.6432194, -46.6998395 -23.6431564, -46.6999767 -23.6430726))",pharmacy,,,yes,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5951216 -23.4986241, -46.5951159 -23.4985782, -46.5950807 -23.4985328, -46.5950249 -23.4984607, -46.5949934 -23.4984732, -46.5948883 -23.4985149, -46.5950335 -23.498707, -46.5950847 -23.4986588, -46.5951216 -23.4986241))",pharmacy,Drogaria São Paulo,Q5308184,yes,,pharmacy,Drogaria São Paulo,,São Paulo,2055,02072-002,Avenida Conceição,,,,,Mo-Su 07:00-23:00,,+55 11 2901-2064;+55 11 2901-1911;0800 779 8767,https://www.drogariasaopaulo.com.br/,en:Grupo DPSP,,,,,,,,,,,,,,,,,,5.837,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5856844 -23.4906027, -46.5857 -23.4905888, -46.5857615 -23.4905344, -46.5857466 -23.4905204, -46.5857184 -23.4904937, -46.5857056 -23.4904816, -46.5856237 -23.4905544, -46.585616 -23.4905613, -46.5855757 -23.4905972, -46.585583 -23.4906042, -46.5855766 -23.4906099, -46.5856139 -23.4906458, -46.5856199 -23.4906393, -46.5856733 -23.490592, -46.5856844 -23.4906027))",pharmacy,,,yes,,pharmacy,Drogaria Universal,,São Paulo,502,02219-000,Avenida Nossa Senhora do Loreto,,,,,Mo-Sa 08:00-21:00,,,,,,,,,,,,,,,,,,,,,,9.579,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,24743964811949958,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5849176 -23.4895394, -46.5849876 -23.4894785, -46.5850009 -23.489467, -46.5849539 -23.489421, -46.5849467 -23.4894139, -46.5848625 -23.4894871, -46.5848826 -23.4895061, -46.584906 -23.4895284, -46.5849176 -23.4895394))",pharmacy,,,,,pharmacy,Droga Fênix,,São Paulo,635,02219-000,Avenida Nossa Senhora do Loreto,,,,,Mo-Fr 09:00-20:00; Sa 08:00-18:00,,+55 11 2201-1839;+55 11 2989-4789,,,,,,,,Vila Medeiros,,,,,,,,,,,,10.114,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,560953208227443,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.582661 -23.4785382, -46.5826724 -23.4785491, -46.5827591 -23.4784833, -46.5827636 -23.47848, -46.5825105 -23.478196, -46.5824916 -23.4781748, -46.5824871 -23.4781782, -46.5823924 -23.4782499, -46.5824748 -23.4783416, -46.5825967 -23.4784774, -46.582661 -23.4785382))",pharmacy,Drogasil,Q5308185,yes,yes,pharmacy,Drogasil,yes,São Paulo,1420,02221-001,Avenida Jardim Japão,,,,,,,,,,,,,,,Jardim Brasil,,,,,,,,,,,,9.21,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,#f07800,,1256207202474955,hipped,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.4753841 -23.6125311, -46.4753073 -23.6127951, -46.4752973 -23.6128167, -46.4752465 -23.6129324, -46.4753202 -23.6129541, -46.4753241 -23.6129429, -46.4753106 -23.612939, -46.4753164 -23.6129218, -46.4753297 -23.6129253, -46.4753569 -23.6128527, -46.4754943 -23.6128899, -46.4754807 -23.6126098, -46.4754384 -23.6125742, -46.4754417 -23.6125623, -46.4753841 -23.6125311))",pharmacy,,,,,pharmacy,Bifarma,,São Paulo,1000,,Avenida Adélia Chohfi,,,,,,,,,,,,,,,,,,,,,,,,,,,3.123,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.4886313 -23.5934895, -46.4885978 -23.5935774, -46.4886048 -23.5935796, -46.4889399 -23.5936864, -46.4889713 -23.5936, -46.4886313 -23.5934895))",pharmacy,,,yes,,pharmacy,Farma & Cia,,São Paulo,1066,03949-100,Avenida Mateo Bei,,,,,,,,,,,,,,,,,,,,,,,,,,,8.608,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.4853114 -23.5995583, -46.4852992 -23.5995719, -46.4852624 -23.5995418, -46.4852445 -23.5995637, -46.4852293 -23.5995823, -46.4852609 -23.5996094, -46.4852493 -23.5996227, -46.4854214 -23.5997462, -46.4854307 -23.5997348, -46.4854759 -23.5996795, -46.4853114 -23.5995583))",pharmacy,,,yes,,pharmacy,Economy Farma,,São Paulo,1922,03949-100,Avenida Mateo Bei,,,,,,,,,,,,,,,,,,,,,,,,,,,8.334,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.4765036 -23.6110804, -46.4765315 -23.611024, -46.476388 -23.6109563, -46.4763715 -23.6109806, -46.4763453 -23.6110192, -46.4763303 -23.6110413, -46.4763481 -23.611067, -46.4764611 -23.6110767, -46.4765036 -23.6110804))",pharmacy,Farma Conde,Q100492677,yes,,pharmacy,Farma Conde,,São Paulo,3490,03949-300,Avenida Mateo Bei,,,,,,,,,,,,,,,São Mateus,,,,,,,,,,,,8.86,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
