geometry,amenity,name,operator,operator:wikidata,landuse,military,operator:short,addr:city,addr:housenumber,addr:postcode,addr:street,opening_hours,website,addr:suburb,check_date,wheelchair,note,phone,police,seasonal,information,tourism,name:pt,addr:country,addr:state,short_name,entrance,email,fax,level,nohousenumber,source,start_date,operator:en,operator:pt,operator:wikipedia,description,alt_name,building,layer,building:levels,height,contact:phone,contact:website,barrier,roof:colour,roof:shape,office,inscription,min_height,addr:place,smoking,name:en,disused:government,disused:office,old_name,ele,fixme,payment:account_cards,payment:american_express,payment:amex,payment:cards,payment:cheque,payment:coins,payment:credit_cards,payment:debit_cards,payment:diners_club,payment:discover_card,payment:dkv,payment:electronic_purses,payment:girocard,payment:maestro,payment:mastercard,payment:notes,payment:pikepass,payment:uta,payment:visa,payment:visa_debit,payment:visa_electron,wikidata,wikipedia,operator:wikimedia_commons,payment:cash,payment:contactless,payment:cryptocurrencies,access,leisure,wikimedia_commons,area,operator:type,addr:district,lit,surface,type,official_name,loc_name
"POLYGON ((-46.6094664 -23.4952159, -46.6094982 -23.4952074, -46.6095703 -23.4951879, -46.6096605 -23.4951636, -46.6097535 -23.4951385, -46.60985 -23.4951125, -46.6098938 -23.4951003, -46.609944 -23.4950863, -46.609978 -23.4950768, -46.6099981 -23.4950711, -46.6100382 -23.4950599, -46.6101494 -23.4950289, -46.6101081 -23.494949, -46.6100718 -23.4948812, -46.6099492 -23.4946355, -46.6096927 -23.4947234, -46.6092408 -23.4948783, -46.6092304 -23.4948818, -46.6093541 -23.4952467, -46.6093583 -23.4952455, -46.6094664 -23.4952159))",police,Polícia Militar,Polícia Militar do Estado de São Paulo,Q10351025,military,police,PMESP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6171966 -23.5418238, -46.6171658 -23.541805, -46.6171178 -23.5418712, -46.6171486 -23.54189, -46.6171966 -23.5418238))",police,Policia Militar do Estado de São Paulo,Polícia Militar do Estado de São Paulo,Q10351025,military,police,PMESP,São Paulo,,03012-010,Largo da Concórdia,24/7,,,,,,,,,,,,,,,,,,,yes,,,,,pt:Polícia Militar do Estado de São Paulo,,,yes,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6944823 -23.5020279, -46.6944559 -23.5019775, -46.6943769 -23.5019574, -46.6943769 -23.5020621, -46.6944823 -23.5020279))",police,Base do Clipper,Polícia Militar do Estado de São Paulo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7002855 -23.4994304, -46.7003579 -23.4994445, -46.7004652 -23.4990752, -46.7004425 -23.4990626, -46.7005007 -23.4989074, -46.7005483 -23.49891, -46.7005659 -23.4988563, -46.7004577 -23.4988584, -46.7002855 -23.4994304))",police,18º BPM/M,Polícia Militar do Estado de São Paulo,Q10351025,military,police,PMESP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.697717 -23.4944182, -46.6980724 -23.4944407, -46.6980667 -23.4944923, -46.6981372 -23.4944989, -46.6981468 -23.4944002, -46.697723 -23.4943694, -46.697717 -23.4944182))",police,Polícia Militar do Estado de São Paulo,Polícia Militar do Estado de São Paulo,Q10351025,military,police,PMESP,São Paulo,777,,Avenida Itaberaba,,,Freguesia do Ó,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,8,,,,silver,hipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6630646 -23.6261388, -46.6627098 -23.626375, -46.6628621 -23.626567, -46.6632168 -23.6263307, -46.6630646 -23.6261388))",fire_station,Grupo de Ações em Emergências e Desastres,Corpo de Bombeiros Militar do Estado de São Paulo,Q10260738,,,,São Paulo,,04615-060,,,https://www.bombeiros.go.gov.br/,Vila Congonhas,,,,,,,,,,,,GAED,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7571657 -23.5386817, -46.7570938 -23.5390175, -46.7568759 -23.5389784, -46.7566581 -23.5389392, -46.7567299 -23.5386033, -46.7571657 -23.5386817))",police,4ª Companhia da Polícia Militar,Polícia Militar do Estado de São Paulo,Q10351025,military,police,PMESP,Osasco,18,,Rua Doutor Aluisio Fagundes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6271698 -23.5322545, -46.6271298 -23.5322357, -46.6270888 -23.5322165, -46.6270465 -23.5321967, -46.6270175 -23.5321831, -46.6270045 -23.532177, -46.6269866 -23.5321687, -46.6269616 -23.532157, -46.6269313 -23.5321428, -46.6269174 -23.5321363, -46.6268775 -23.5321176, -46.6268593 -23.532109, -46.6268382 -23.5320991, -46.6268139 -23.5320877, -46.6267933 -23.532078, -46.6267552 -23.5320601, -46.6267099 -23.5320388, -46.626678 -23.5320238, -46.6266688 -23.5320193, -46.6266257 -23.5319982, -46.6265857 -23.5319787, -46.6265422 -23.5319574, -46.6265021 -23.5319378, -46.6264921 -23.5319329, -46.6264884 -23.5319311, -46.6264597 -23.5319172, -46.6264434 -23.5319094, -46.6264155 -23.5318959, -46.6263967 -23.5318869, -46.6263743 -23.5318761, -46.6263728 -23.5318753, -46.6263441 -23.5318615, -46.6263415 -23.5318603, -46.6263354 -23.5318573, -46.6263156 -23.5318478, -46.6262912 -23.531836, -46.626249 -23.5318157, -46.6261898 -23.5319321, -46.6261158 -23.5320767, -46.6262673 -23.5324641, -46.6262814 -23.5324712, -46.6263111 -23.532473, -46.6268667 -23.5323332, -46.6269078 -23.5323232, -46.6271729 -23.5322559, -46.6271698 -23.5322545))",police,Batalhão de Choque,Polícia Militar do Estado de São Paulo,Q10351025,military,police,PMESP,São Paulo,,01106-000,Rua Doutor Jorge Miranda,,,Luz,,,,,,,,,,,,,,,,,,,,,,pt:Polícia Militar do Estado de São Paulo,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5741842 -23.5454733, -46.5741141 -23.5454614, -46.5740971 -23.5455455, -46.5741673 -23.5455574, -46.5741842 -23.5454733))",police,Policia Militar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6672784 -23.4740305, -46.667254 -23.474035, -46.6672611 -23.4740676, -46.6672855 -23.4740631, -46.6672784 -23.4740305))",police,Policia Militar,9º BPM/M,,,,,São Paulo,66,02611-002,Avenida Parada Pinto,,,Vila Nova Cachoerinha,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5869444 -23.5151011, -46.5868845 -23.5150968, -46.5868869 -23.5150681, -46.5869468 -23.5150724, -46.5869444 -23.5151011))",police,Base Comunitaria da PM,Policia Militar,,,,,São Paulo,,,Praça Santo Eduardo,24/7,,Vila Maria,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6011757 -23.5281125, -46.6016151 -23.5282637, -46.601638 -23.5282715, -46.6016547 -23.5282773, -46.6021338 -23.5284421, -46.6021559 -23.5284596, -46.6021654 -23.5285002, -46.6021363 -23.5289998, -46.6021135 -23.5293921, -46.6021077 -23.5294911, -46.6020766 -23.5294907, -46.6010364 -23.5294774, -46.6009812 -23.5292731, -46.6010378 -23.5289852, -46.6010963 -23.5289335, -46.6011308 -23.5285683, -46.6011368 -23.5285051, -46.6011537 -23.5283265, -46.6011598 -23.5282617, -46.6011646 -23.5282109, -46.6011712 -23.5281408, -46.6011757 -23.5281125))",police,Centro de Treinamento da Guarda Municipal,GCM,,,,,São Paulo,64,03021-020,Avenida Ariston Azevedo,,,Belenzinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.678329 -23.4940589, -46.6777771 -23.4940102, -46.6776928 -23.4943596, -46.6776646 -23.4944749, -46.6776115 -23.4946924, -46.6776135 -23.4947116, -46.6776315 -23.4947271, -46.6776504 -23.4947226, -46.6777162 -23.494644, -46.6780162 -23.4943752, -46.678329 -23.4940589))",police,40º Distrito Policial,Polícia Civil do Estado de São Paulo,Q10350993,,,,São Paulo,1251,02721-000,Avenida Deputado Emílio Carlos,,,Limão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6779483 -23.4940428, -46.6778154 -23.4940319, -46.6778083 -23.4941046, -46.6779412 -23.4941155, -46.6779483 -23.4940428))",police,9º BPM 2ª Cia,Polícia Militar do Estado de São Paulo,Q10351025,military,police,PMESP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,12,,,,silver,hipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6291238 -23.5317493, -46.6286201 -23.5318791, -46.6285027 -23.5319103, -46.6283853 -23.5319414, -46.6276763 -23.5321223, -46.627691 -23.5320126, -46.6276931 -23.5319967, -46.6276948 -23.5319814, -46.6276965 -23.5319662, -46.6276981 -23.5319521, -46.6277002 -23.5319324, -46.6277037 -23.5319013, -46.627705 -23.53189, -46.6277079 -23.5318635, -46.6277121 -23.5318253, -46.6277165 -23.5317855, -46.6277208 -23.5317459, -46.6277246 -23.5317054, -46.6277264 -23.5316861, -46.6277285 -23.5316637, -46.6277309 -23.5316379, -46.6277474 -23.5314612, -46.6277603 -23.5313874, -46.627764 -23.5313475, -46.6277716 -23.5312649, -46.6277758 -23.5312199, -46.6277823 -23.5311554, -46.6277866 -23.5311122, -46.6277914 -23.5310652, -46.6277957 -23.5310228, -46.6277977 -23.5310016, -46.6278001 -23.530974, -46.627804 -23.5309289, -46.6278078 -23.5308846, -46.6278119 -23.5308381, -46.6278165 -23.530792, -46.6278236 -23.5307791, -46.6278376 -23.5307537, -46.6278536 -23.5307246, -46.627866 -23.530702, -46.6278797 -23.5306773, -46.6278998 -23.5306376, -46.6279053 -23.5306267, -46.627919 -23.5305999, -46.6279369 -23.5305646, -46.6279451 -23.5305484, -46.6279608 -23.5305176, -46.6279823 -23.5304751, -46.628005 -23.5304305, -46.6280241 -23.5303931, -46.6280315 -23.5303784, -46.6280444 -23.530353, -46.6280666 -23.5303094, -46.628091 -23.5302614, -46.6280973 -23.5302489, -46.6281023 -23.5302445, -46.6281269 -23.5302241, -46.6281503 -23.5302107, -46.6281833 -23.5301918, -46.6282219 -23.5301697, -46.6282459 -23.5301554, -46.6282611 -23.5301334, -46.6283324 -23.5300284, -46.6283386 -23.5300188, -46.6283449 -23.5300091, -46.6283908 -23.5299387, -46.6284183 -23.5298765, -46.6284482 -23.5297984, -46.6284497 -23.5297862, -46.6285094 -23.5297685, -46.6285718 -23.5297499, -46.6286332 -23.5299767, -46.6286767 -23.5301351, -46.6286779 -23.5301395, -46.6286886 -23.5301788, -46.6287168 -23.5302812, -46.6287414 -23.530371, -46.6287527 -23.5304122, -46.6288161 -23.53064, -46.6288223 -23.5306622, -46.6288374 -23.5307163, -46.6289789 -23.5312309, -46.629005 -23.5313267, -46.6290311 -23.5314224, -46.6291238 -23.5317493))",police,2º B P Choque,Polícia Militar do Estado de São Paulo,Q10351025,military,police,PMESP,São Paulo,367,01106-000,Rua Doutor Jorge Miranda,,,Luz,,,,,,,,,,,,,,,,,,,,,,pt:Polícia Militar do Estado de São Paulo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6290772 -23.5296366, -46.6290353 -23.5296139, -46.6288409 -23.5296708, -46.6289076 -23.5299132, -46.6286332 -23.5299767, -46.6286767 -23.5301351, -46.6286779 -23.5301395, -46.6286886 -23.5301788, -46.6287168 -23.5302812, -46.6287414 -23.530371, -46.6287527 -23.5304122, -46.6288161 -23.53064, -46.6288223 -23.5306622, -46.6288374 -23.5307163, -46.629005 -23.5313267, -46.6290311 -23.5314224, -46.6291238 -23.5317493, -46.6291919 -23.531732, -46.6296231 -23.5316212, -46.6296259 -23.5316174, -46.6296265 -23.5316119, -46.6296064 -23.5315477, -46.6295887 -23.5314839, -46.6295614 -23.5313862, -46.6294988 -23.5311612, -46.6294913 -23.5311337, -46.6294837 -23.5311061, -46.629442 -23.5309544, -46.6293984 -23.5307954, -46.6293829 -23.5307401, -46.6293202 -23.5305175, -46.6292179 -23.5301519, -46.6291806 -23.5300182, -46.6291681 -23.5299722, -46.6291397 -23.5298672, -46.6291078 -23.5297496, -46.6290772 -23.5296366))",police,Corregedoria da Polícia Militar,Polícia Militar do Estado de São Paulo,Q10351025,military,police,PMESP,São Paulo,58,01106-010,Rua Alfredo Maia,,,Luz,,,,,,,,,,,,,,,,,,,,,,pt:Polícia Militar do Estado de São Paulo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.627401 -23.5323501, -46.6286128 -23.5320328, -46.6286337 -23.532106, -46.6286585 -23.5321872, -46.6286204 -23.5321962, -46.6286258 -23.5322296, -46.6287062 -23.5325036, -46.6287894 -23.5324827, -46.6287963 -23.5325026, -46.6288488 -23.5324908, -46.628873 -23.5325735, -46.628886 -23.5325706, -46.6288956 -23.5326038, -46.6288765 -23.5326079, -46.6288909 -23.5326514, -46.628909 -23.5326476, -46.6289105 -23.5326474, -46.6289204 -23.53268, -46.6289081 -23.5326834, -46.6289348 -23.5327681, -46.6288824 -23.5327793, -46.628889 -23.5328004, -46.6288019 -23.5328198, -46.6288861 -23.5330962, -46.6287566 -23.5331309, -46.6286701 -23.533154, -46.627858 -23.5333706, -46.627809 -23.5333829, -46.6278034 -23.5333674, -46.627714 -23.5333905, -46.627401 -23.5323501))",police,Policia Militar,Polícia Militar do Estado de São Paulo,Q10351025,military,police,PMESP,São Paulo,413,01105-000,Rua João Teodoro,,,Luz,,,,,,,,,,,,,,,,,,,,,,pt:Polícia Militar do Estado de São Paulo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6343139 -23.5305916, -46.6342521 -23.530606, -46.6342198 -23.5306135, -46.6341578 -23.530628, -46.6338808 -23.5306926, -46.633845 -23.530701, -46.6338598 -23.5307543, -46.6338971 -23.5308774, -46.6339341 -23.5310018, -46.6339703 -23.5311237, -46.6339864 -23.5311777, -46.6339928 -23.5311993, -46.6340127 -23.5312664, -46.634147 -23.5317183, -46.6341787 -23.5318248, -46.634197 -23.5318867, -46.6342073 -23.5319213, -46.6342124 -23.5319371, -46.6342605 -23.5319247, -46.634352 -23.5319104, -46.6345092 -23.5318858, -46.6345841 -23.5318741, -46.6346689 -23.5318523, -46.6346861 -23.5318226, -46.6346594 -23.5317343, -46.6346303 -23.5316381, -46.634554 -23.5313858, -46.6345254 -23.5312922, -46.6343139 -23.5305916))",police,COPOM   Centro de Operações da Polícia Militar do Estado de São Paulo,Polícia Militar do Estado de São Paulo,Q10351025,military,police,PMESP,São Paulo,158,01122-000,Rua Ribeiro de Lima,,,Luz,,,,,,,,,,,,,,,,,,,,,,pt:Polícia Militar do Estado de São Paulo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7702145 -23.6841455, -46.7702143 -23.6842243, -46.7701259 -23.6842241, -46.7701261 -23.6841452, -46.7702145 -23.6841455))",police,Base Comunitária,Polícia Militar do Estado de São Paulo,Q10351025,military,police,PMESP,São Paulo,4000,,Estrada do M'Boi Mirim,,,,,,,,,,,,,,,,,,,,,,,,,pt:Polícia Militar do Estado de São Paulo,,,yes,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6235042 -23.6174136, -46.6234614 -23.6174257, -46.6234304 -23.6174344, -46.6234899 -23.6176124, -46.6235638 -23.6175917, -46.6235042 -23.6174136))",police,,Polícia Militar do Estado de São Paulo,Q10351025,military,police,PMESP,São Paulo,256,04149-120,Rua Marcos Fernandes,24/7,,Jardim da Saúde,,,,190,,,,,,,,,,,,,,,,,,pt:Polícia Militar do Estado de São Paulo,,,yes,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6796307 -23.4631711, -46.6788704 -23.4626091, -46.6787923 -23.4627411, -46.6787307 -23.4628787, -46.6793129 -23.4634338, -46.6794486 -23.4633217, -46.6796307 -23.4631711))",police,4ª cia 9º BPMM,Polícia Militar do Estado de São Paulo,Q10351025,military,police,PMESP,São Paulo,546,02870-000,Rua São Gonçalo do Abaeté,,,Parque Tietê,,,,,,,,,,,,,,,,,,,,,,pt:Polícia Militar do Estado de São Paulo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6787307 -23.4628787, -46.678669 -23.4630484, -46.6785888 -23.4632652, -46.6785662 -23.4634028, -46.6786649 -23.4636102, -46.6786808 -23.4636293, -46.6788421 -23.4638231, -46.6789433 -23.4637395, -46.6791192 -23.463594, -46.6791521 -23.4635669, -46.6793129 -23.4634338, -46.6787307 -23.4628787))",police,,Polícia Civil do Estado de São Paulo,Q10350993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pt:Polícia Civil do Estado de São Paulo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6790652 -23.4633756, -46.6788152 -23.4636013, -46.6787885 -23.4635765, -46.6787506 -23.4636108, -46.6787116 -23.4635744, -46.6787504 -23.4635393, -46.6787255 -23.463516, -46.6789746 -23.4632911, -46.6790652 -23.4633756))",police,72º Distrito Policial,Polícia Civil do Estado de São Paulo,Q10350993,,,,São Paulo,500,02871-050,Rua Silvio Bueno Peruche,24/7,,Jardim Ondina,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,7.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5848419 -23.5355688, -46.5842585 -23.53542, -46.5846609 -23.5347462, -46.5850176 -23.534836, -46.5850364 -23.5349872, -46.5849975 -23.5351372, -46.5848419 -23.5355688))",police,81º Distrito Policial,Polícia Civil do Estado de São Paulo,Q10350993,,,,São Paulo,2875,03063-000,Avenida Celso Garcia,,,Belem,,,,,,,,,,,,,,,,,,,,,,pt:Polícia Civil do Estado de São Paulo,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6493627 -23.5006207, -46.6492747 -23.5006181, -46.6492677 -23.5008189, -46.6493056 -23.50082, -46.6493062 -23.5008023, -46.6493563 -23.5008037, -46.6493627 -23.5006207))",police,1ª Cia 9º BPMM,Polícia Militar do Estado de São Paulo,Q10351025,military,police,PMESP,São Paulo,677,02519-100,Avenida Casa Verde,,,Jardim São Bento,,,,,,,,,,,,Primeira Compania  Nono Batalhao da Policia Militar,,,,,,,,,,pt:Polícia Militar do Estado de São Paulo,,,yes,,,9,,,,whitesmoke,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6211766 -23.5626498, -46.6211437 -23.5626898, -46.6211141 -23.5626692, -46.621147 -23.5626293, -46.6211766 -23.5626498))",police,2ª CIA - 11º BPM/M,Polícia Militar do Estado de São Paulo,Q10351025,military,police,PMESP,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,,,pt:Polícia Militar do Estado de São Paulo,,,yes,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7057757 -23.5057068, -46.7057766 -23.5056333, -46.7052868 -23.5056141, -46.7051892 -23.5058059, -46.7053234 -23.5058602, -46.7053835 -23.5057427, -46.7054899 -23.5057427, -46.7054916 -23.505702, -46.7057757 -23.5057068))",police,,,,,,,,,,Avenida General Edgard Facó,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7327293 -23.5235452, -46.7323439 -23.5234361, -46.7322672 -23.5236261, -46.7321936 -23.523807, -46.7320344 -23.5241196, -46.7324991 -23.524341, -46.7325475 -23.5242228, -46.7327293 -23.5235452))",police,2ª CIA do 4º BPM/M,Polícia Militar do Estado de São Paulo,Q10351025,military,police,PMESP,São Paulo,1601,05085-000,Rua Passo da Pátria,,,Bela Aliança,,yes,,,,,,,,,,,,,,,,,,,,pt:Polícia Militar do Estado de São Paulo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6952556 -23.5292954, -46.6952556 -23.5292932, -46.6952179 -23.5292935, -46.6951461 -23.5292942, -46.695037 -23.5292962, -46.6950365 -23.5293232, -46.6950437 -23.5296939, -46.6950493 -23.5299897, -46.6951778 -23.5299874, -46.6952531 -23.5299861, -46.6952534 -23.5297449, -46.6952547 -23.5294734, -46.6952556 -23.5292954))",police,7º Distrito Policial,Polícia Civil do Estado de São Paulo,Q10350993,,,,São Paulo,317,05045-020,Rua Camilo,,,Vila Romana,,,,,,,,,,,,,,,,,,,,,,,,Setimo Distrito Policial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6954485 -23.5297446, -46.6954491 -23.5299826, -46.6952531 -23.5299861, -46.6952552 -23.5299077, -46.6952534 -23.5297449, -46.6954485 -23.5297446))",police,4ºBPM - 1ª CIA,Polícia Militar do Estado de São Paulo,Q10351025,military,police,PMESP,São Paulo,801,05044-050,Rua Vespasiano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6022322 -23.6173861, -46.6018679 -23.6175477, -46.6018691 -23.6178269, -46.6023057 -23.6176365, -46.6022322 -23.6173861))",police,Policia Militar do Estado de São Paulo,Polícia Militar do Estado de São Paulo,Q10351025,military,police,PMESP,,,,Rua Volga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.602411 -23.6228487, -46.6022031 -23.623173, -46.6019203 -23.6229686, -46.6019372 -23.622593, -46.602411 -23.6228487))",police,26º Distrito Policial da Cidade de São Paulo,Polícia Civil do Estado de São Paulo,Q10350993,,,,,,,Rua Dom Vilares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5843794 -23.5688717, -46.5841402 -23.568885, -46.5841486 -23.5689219, -46.5841526 -23.5689557, -46.5841307 -23.5689996, -46.5841117 -23.5690142, -46.5842832 -23.5694354, -46.5849332 -23.5692509, -46.5848816 -23.5690903, -46.5848459 -23.5685683, -46.5844274 -23.5685929, -46.5844482 -23.56885, -46.5844497 -23.568868, -46.5843794 -23.5688717))",police,57º DP Parque da Mooca,Polícia Civil do Estado de São Paulo,Q10350993,,,,São Paulo,,03195-000,Rua do Oratório,24/7,,Mooca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5919416 -23.570632, -46.5918559 -23.5705569, -46.5915091 -23.5702601, -46.5914289 -23.5703435, -46.5913599 -23.5704153, -46.5913494 -23.5704314, -46.591359 -23.5704579, -46.5913735 -23.5704799, -46.5915619 -23.5707651, -46.5916389 -23.5708818, -46.5916652 -23.5708906, -46.5916863 -23.570885, -46.5919416 -23.570632))",police,18º DP,Polícia Civil do Estado de São Paulo,Q10350993,,,,São Paulo,350,03124-020,Rua Juventus,24/7,,Parque da Moóca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6405238 -23.4668297, -46.6404857 -23.467001, -46.6403837 -23.466979, -46.6402842 -23.4669641, -46.6402782 -23.4669477, -46.64028 -23.4669311, -46.6403096 -23.4668212, -46.6403235 -23.4668137, -46.6403631 -23.4668116, -46.6404784 -23.4668255, -46.6405238 -23.4668297))",police,Polícia Militar,Polícia Militar do Estado de São Paulo,Q10351025,military,police,PMESP,São Paulo,3132,,Avenida Parada Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5991654 -23.5473013, -46.5985479 -23.5472205, -46.5985661 -23.5470043, -46.5991346 -23.5470669, -46.5991654 -23.5473013))",police,Guarda Civil Metropolitana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6443495 -23.5234585, -46.6441698 -23.5233794, -46.6441654 -23.5233872, -46.6441034 -23.5233607, -46.644147 -23.5232652, -46.6442591 -23.523053, -46.6444892 -23.5231504, -46.6444988 -23.5231815, -46.6443495 -23.5234585))",police,2º Distrito Policial,Polícia Civil do Estado de São Paulo,Q10350993,,,,São Paulo,383,01129-000,Rua Jaraguá,24 horas,,Bom Retiro,,,,+55 11 3221-0043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5547192 -23.5292881, -46.5544231 -23.5291199, -46.55439 -23.5291681, -46.5546873 -23.5293344, -46.5547192 -23.5292881))",police,Polícia Militar,Polícia Militar do Estado de São Paulo,Q10351025,military,police,PMESP,São Paulo,69A,03090-000,Avenida Aírton Pretini,,,Penha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
